"Date","Price","Open","High","Low","Vol.","Change %"
"12/29/2023","9,170.0","9,190.0","9,190.0","9,160.0","16.40K","0.00%"
"12/28/2023","9,170.0","9,140.0","9,190.0","9,090.0","41.80K","0.33%"
"12/27/2023","9,140.0","9,200.0","9,200.0","9,130.0","31.50K","0.11%"
"12/26/2023","9,130.0","9,130.0","9,140.0","9,120.0","19.70K","0.00%"
"12/25/2023","9,130.0","9,180.0","9,180.0","9,100.0","31.30K","-0.22%"
"12/22/2023","9,150.0","9,020.0","9,150.0","9,020.0","60.70K","0.00%"
"12/21/2023","9,150.0","9,100.0","9,150.0","9,060.0","4.10K","0.00%"
"12/20/2023","9,150.0","9,150.0","9,190.0","9,110.0","14.50K","-0.11%"
"12/19/2023","9,160.0","9,100.0","9,180.0","9,020.0","4.50K","0.00%"
"12/18/2023","9,160.0","9,110.0","9,180.0","9,110.0","27.60K","-0.22%"
"12/15/2023","9,180.0","9,140.0","9,180.0","9,130.0","34.00K","0.11%"
"12/14/2023","9,170.0","9,200.0","9,200.0","9,100.0","18.30K","0.22%"
"12/13/2023","9,150.0","9,190.0","9,200.0","9,140.0","20.50K","1.22%"
"12/12/2023","9,040.0","9,170.0","9,200.0","9,000.0","165.00K","-1.74%"
"12/11/2023","9,200.0","9,200.0","9,200.0","9,120.0","11.90K","0.00%"
"12/08/2023","9,200.0","9,200.0","9,230.0","9,200.0","55.00K","0.00%"
"12/07/2023","9,200.0","9,200.0","9,200.0","9,150.0","26.70K","0.00%"
"12/06/2023","9,200.0","9,160.0","9,200.0","9,150.0","45.40K","0.55%"
"12/05/2023","9,150.0","9,200.0","9,200.0","9,120.0","18.50K","-0.54%"
"12/04/2023","9,200.0","9,170.0","9,200.0","9,150.0","75.00K","0.33%"
"12/01/2023","9,170.0","9,150.0","9,200.0","9,000.0","21.10K","0.00%"
"11/30/2023","9,170.0","9,190.0","9,200.0","9,150.0","26.40K","0.00%"
"11/29/2023","9,170.0","9,200.0","9,200.0","9,060.0","20.70K","0.00%"
"11/28/2023","9,170.0","9,100.0","9,170.0","9,010.0","16.60K","-0.22%"
"11/27/2023","9,190.0","9,240.0","9,240.0","9,100.0","4.10K","-0.54%"
"11/24/2023","9,240.0","9,000.0","9,240.0","9,000.0","17.10K","0.11%"
"11/23/2023","9,230.0","9,160.0","9,400.0","9,150.0","47.90K","0.00%"
"11/22/2023","9,230.0","9,150.0","9,230.0","9,050.0","16.00K","-0.22%"
"11/21/2023","9,250.0","9,160.0","9,250.0","9,150.0","41.90K","0.00%"
"11/20/2023","9,250.0","8,830.0","9,350.0","8,830.0","25.40K","-1.07%"
"11/17/2023","9,350.0","9,170.0","9,400.0","9,170.0","28.10K","0.11%"
"11/16/2023","9,340.0","9,100.0","9,350.0","9,100.0","97.40K","1.63%"
"11/15/2023","9,190.0","9,400.0","9,400.0","9,160.0","46.50K","-1.61%"
"11/14/2023","9,340.0","9,380.0","9,550.0","9,010.0","85.00K","1.52%"
"11/13/2023","9,200.0","9,590.0","9,590.0","9,000.0","90.50K","-2.13%"
"11/10/2023","9,400.0","9,310.0","9,620.0","9,030.0","90.40K","1.18%"
"11/09/2023","9,290.0","8,800.0","9,400.0","8,790.0","124.60K","5.69%"
"11/08/2023","8,790.0","8,730.0","8,790.0","8,700.0","72.70K","0.57%"
"11/07/2023","8,740.0","8,730.0","8,850.0","8,720.0","101.20K","0.23%"
"11/06/2023","8,720.0","8,710.0","8,740.0","8,660.0","30.70K","0.23%"
"11/03/2023","8,700.0","8,700.0","8,750.0","8,650.0","42.70K","-0.57%"
"11/02/2023","8,750.0","8,680.0","8,750.0","8,600.0","152.40K","0.92%"
"11/01/2023","8,670.0","8,780.0","8,780.0","8,440.0","7.80K","0.00%"
"10/31/2023","8,670.0","8,700.0","8,750.0","8,400.0","9.50K","-0.91%"
"10/30/2023","8,750.0","8,700.0","8,770.0","8,650.0","28.00K","0.57%"
"10/27/2023","8,700.0","8,700.0","9,200.0","8,600.0","18.20K","0.00%"
"10/26/2023","8,700.0","8,700.0","8,700.0","8,200.0","58.10K","-1.14%"
"10/25/2023","8,800.0","8,900.0","8,900.0","8,700.0","34.40K","-0.45%"
"10/24/2023","8,840.0","8,890.0","8,890.0","8,680.0","89.30K","0.68%"
"10/23/2023","8,780.0","9,000.0","9,000.0","8,700.0","71.90K","-2.44%"
"10/20/2023","9,000.0","8,420.0","9,000.0","8,420.0","81.70K","0.67%"
"10/19/2023","8,940.0","9,400.0","9,400.0","8,750.0","309.20K","-4.89%"
"10/18/2023","9,400.0","9,520.0","9,540.0","9,400.0","81.00K","-1.26%"
"10/17/2023","9,520.0","9,550.0","9,620.0","9,520.0","45.10K","0.21%"
"10/16/2023","9,500.0","9,520.0","9,600.0","9,500.0","75.60K","-0.21%"
"10/13/2023","9,520.0","9,450.0","9,610.0","9,450.0","28.00K","-1.04%"
"10/12/2023","9,620.0","9,620.0","9,640.0","9,590.0","31.00K","0.00%"
"10/11/2023","9,620.0","9,500.0","9,640.0","9,500.0","72.60K","0.00%"
"10/10/2023","9,620.0","9,550.0","9,640.0","9,550.0","55.30K","0.73%"
"10/09/2023","9,550.0","9,500.0","9,590.0","9,400.0","62.50K","1.17%"
"10/06/2023","9,440.0","9,430.0","9,440.0","9,310.0","15.60K","0.11%"
"10/05/2023","9,430.0","9,450.0","9,450.0","9,300.0","1.40K","-0.11%"
"10/04/2023","9,440.0","9,400.0","9,440.0","9,300.0","20.40K","0.43%"
"10/03/2023","9,400.0","9,500.0","9,500.0","9,290.0","19.90K","-1.57%"
"10/02/2023","9,550.0","9,490.0","9,560.0","9,400.0","50.20K","0.63%"
"09/29/2023","9,490.0","9,490.0","9,500.0","9,410.0","23.90K","0.42%"
"09/28/2023","9,450.0","9,500.0","9,500.0","9,200.0","15.80K","0.64%"
"09/27/2023","9,390.0","9,310.0","9,500.0","9,250.0","91.00K","0.32%"
"09/26/2023","9,360.0","9,420.0","9,500.0","9,360.0","110.10K","-0.74%"
"09/25/2023","9,430.0","9,660.0","9,730.0","9,400.0","71.10K","-2.38%"
"09/22/2023","9,660.0","9,790.0","9,850.0","9,600.0","153.20K","-1.93%"
"09/21/2023","9,850.0","9,900.0","9,950.0","9,850.0","143.70K","-0.91%"
"09/20/2023","9,940.0","9,940.0","9,970.0","9,900.0","140.60K","0.00%"
"09/19/2023","9,940.0","9,830.0","9,940.0","9,830.0","151.10K","1.02%"
"09/18/2023","9,840.0","9,850.0","9,990.0","9,840.0","255.10K","-0.10%"
"09/15/2023","9,850.0","9,850.0","9,950.0","9,850.0","288.80K","0.00%"
"09/14/2023","9,850.0","10,000.0","10,000.0","9,810.0","35.50K","-0.61%"
"09/13/2023","9,910.0","10,000.0","10,000.0","9,850.0","138.20K","-0.90%"
"09/12/2023","10,000.0","9,910.0","10,000.0","9,800.0","91.50K","0.91%"
"09/11/2023","9,910.0","10,050.0","10,100.0","9,600.0","86.20K","-1.39%"
"09/08/2023","10,050.0","9,900.0","10,100.0","9,900.0","142.60K","1.41%"
"09/07/2023","9,910.0","9,900.0","9,950.0","9,880.0","42.90K","0.10%"
"09/06/2023","9,900.0","9,900.0","9,950.0","9,800.0","58.40K","0.30%"
"09/05/2023","9,870.0","9,750.0","9,950.0","9,750.0","123.30K","1.23%"
"08/31/2023","9,750.0","9,750.0","9,760.0","9,720.0","40.70K","0.10%"
"08/30/2023","9,740.0","9,700.0","9,750.0","9,700.0","19.00K","0.00%"
"08/29/2023","9,740.0","9,710.0","9,750.0","9,660.0","66.30K","0.31%"
"08/28/2023","9,710.0","9,650.0","9,750.0","9,650.0","50.40K","0.10%"
"08/25/2023","9,700.0","9,690.0","9,700.0","9,600.0","47.80K","0.10%"
"08/24/2023","9,690.0","9,700.0","9,700.0","9,500.0","31.90K","0.94%"
"08/23/2023","9,600.0","9,500.0","9,600.0","9,450.0","76.10K","1.80%"
"08/22/2023","9,430.0","9,600.0","9,600.0","9,200.0","63.90K","-1.57%"
